seed,episodes,selector,avg_total_penalty,avg_regret,avg_switch_cost
5,160,Temporal Soft Cluster ISAC,0.06491364681644446,0.05841364681644453,0.006499999999999931
5,200,Oracle,0.0,0.0,0.0
5,200,Global Best,0.08928148678158554,0.08928148678158554,0.0
5,200,Random,0.2799114071350173,0.2454989071350154,0.03441250000000188
5,200,Cluster ISAC,0.07151329670906989,0.05947579670907009,0.012037499999999798
5,200,DGCAC-inspired,0.07715478824001198,0.07105478824001206,0.006099999999999926
5,200,Privileged Classifier,0.08453124942961726,0.07171874942961746,0.012812499999999782
5,200,Regressor,0.07730135730374467,0.06296385730374493,0.01433749999999975
5,200,MLP Selector,0.07145281448260464,0.05844031448260486,0.013012499999999778
5,200,Temporal MoE,0.17965175172904554,0.15843925172904574,0.021212499999999815
5,200,Temporal Soft Cluster ISAC,0.07229165656283551,0.0657166565628356,0.006574999999999915
6,20,Oracle,0.0,0.0,0.0
6,20,Global Best,0.09039298499297625,0.09039298499297625,0.0
6,20,Random,0.40956443031138995,0.3750644303113901,0.034499999999999816
6,20,Cluster ISAC,0.08386204981638838,0.06936204981638837,0.01450000000000001
6,20,DGCAC-inspired,0.08310782022695307,0.07748282022695306,0.005625000000000003
6,20,Privileged Classifier,0.08719097017099628,0.07469097017099627,0.012500000000000008
6,20,Regressor,0.07504638825100851,0.0636713882510085,0.011375000000000007
6,20,MLP Selector,0.08068156053709533,0.06755656053709533,0.013125000000000008
6,20,Temporal MoE,0.16500507022808925,0.14225507022808923,0.022750000000000017
6,20,Temporal Soft Cluster ISAC,0.10200088968242035,0.09187588968242036,0.010125000000000006
6,40,Oracle,0.0,0.0,0.0
6,40,Global Best,0.10079532910842337,0.10079532910842337,0.0
6,40,Random,0.30242911841196307,0.26774161841196353,0.03468749999999954
6,40,Cluster ISAC,0.0669422651924399,0.05487976519243989,0.012062500000000009
6,40,DGCAC-inspired,0.08205294259543418,0.07517794259543417,0.006875000000000004
